accuracy,precision,recall,f1,roc_auc
0.8461538461538461,0.9259259259259259,0.8620689655172413,0.8928571428571429,0.9413793103448276
0.8974358974358975,0.9310344827586207,0.9310344827586207,0.9310344827586207,0.9655172413793105
0.8461538461538461,0.896551724137931,0.896551724137931,0.896551724137931,0.8982758620689656
0.8974358974358975,0.9032258064516129,0.9655172413793104,0.9333333333333333,0.9155172413793103
0.8717948717948718,0.9,0.9310344827586207,0.9152542372881356,0.903448275862069
0.9487179487179487,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9517241379310346
0.8974358974358975,0.9629629629629629,0.896551724137931,0.9285714285714286,0.9413793103448276
0.8461538461538461,0.9259259259259259,0.8620689655172413,0.8928571428571429,0.9396551724137931
0.8461538461538461,0.896551724137931,0.896551724137931,0.896551724137931,0.9
0.9230769230769231,0.9642857142857143,0.9310344827586207,0.9473684210526315,0.9586206896551724
0.8717948717948718,0.9285714285714286,0.896551724137931,0.9122807017543859,0.960344827586207
0.8717948717948718,0.9,0.9310344827586207,0.9152542372881356,0.9620689655172414
0.8717948717948718,0.9285714285714286,0.896551724137931,0.9122807017543859,0.9172413793103449
0.9230769230769231,0.9333333333333333,0.9655172413793104,0.9491525423728814,0.9362068965517242
0.9230769230769231,0.9333333333333333,0.9655172413793104,0.9491525423728814,0.9758620689655172
0.9230769230769231,0.9333333333333333,0.9655172413793104,0.9491525423728814,0.9534482758620689
0.8461538461538461,0.896551724137931,0.896551724137931,0.896551724137931,0.9017241379310345
0.9487179487179487,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9879310344827585
0.9487179487179487,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9482758620689656
0.9230769230769231,0.9333333333333333,0.9655172413793104,0.9491525423728814,0.9689655172413794
0.8717948717948718,0.9,0.9310344827586207,0.9152542372881356,0.9724137931034482
0.8974358974358975,0.9310344827586207,0.9310344827586207,0.9310344827586207,0.95
0.9487179487179487,1.0,0.9310344827586207,0.9642857142857143,0.9793103448275863
0.8717948717948718,0.9285714285714286,0.896551724137931,0.9122807017543859,0.9379310344827587
0.8717948717948718,0.9,0.9310344827586207,0.9152542372881356,0.9551724137931035
0.8974358974358975,0.9310344827586207,0.9310344827586207,0.9310344827586207,0.9706896551724138
0.9230769230769231,0.9642857142857143,0.9310344827586207,0.9473684210526315,0.9310344827586208
0.8974358974358975,0.9310344827586207,0.9310344827586207,0.9310344827586207,0.956896551724138
0.8974358974358975,0.9032258064516129,0.9655172413793104,0.9333333333333333,0.9362068965517242
0.8717948717948718,0.9,0.9310344827586207,0.9152542372881356,0.9310344827586207
0.9487179487179487,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9793103448275863
0.9487179487179487,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9827586206896552
0.8461538461538461,0.896551724137931,0.896551724137931,0.896551724137931,0.9206896551724137
0.8974358974358975,0.9629629629629629,0.896551724137931,0.9285714285714286,0.9620689655172414
0.9487179487179487,1.0,0.9310344827586207,0.9642857142857143,0.9672413793103448
0.8717948717948718,0.9285714285714286,0.896551724137931,0.9122807017543859,0.9413793103448276
0.9230769230769231,0.9333333333333333,0.9655172413793104,0.9491525423728814,0.9551724137931035
0.8974358974358975,0.9310344827586207,0.9310344827586207,0.9310344827586207,0.9775862068965517
0.8461538461538461,0.9259259259259259,0.8620689655172413,0.8928571428571429,0.9517241379310345
0.9487179487179487,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9689655172413792
0.9487179487179487,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9724137931034482
0.8974358974358975,0.9032258064516129,0.9655172413793104,0.9333333333333333,0.9672413793103448
0.9230769230769231,0.9333333333333333,0.9655172413793104,0.9491525423728814,0.9413793103448276
0.9230769230769231,0.9333333333333333,0.9655172413793104,0.9491525423728814,0.9551724137931035
0.8205128205128205,0.8666666666666667,0.896551724137931,0.8813559322033898,0.9379310344827586
0.9230769230769231,0.9333333333333333,0.9655172413793104,0.9491525423728814,0.9465517241379311
0.8974358974358975,0.9032258064516129,0.9655172413793104,0.9333333333333333,0.9844827586206897
0.8461538461538461,0.9259259259259259,0.8620689655172413,0.8928571428571429,0.9344827586206896
0.8717948717948718,0.9,0.9310344827586207,0.9152542372881356,0.9310344827586208
0.8717948717948718,0.9285714285714286,0.896551724137931,0.9122807017543859,0.9379310344827586
0.9230769230769231,0.9333333333333333,0.9655172413793104,0.9491525423728814,0.960344827586207
0.8717948717948718,0.9,0.9310344827586207,0.9152542372881356,0.9637931034482758
0.8717948717948718,0.9285714285714286,0.896551724137931,0.9122807017543859,0.9758620689655173
0.8974358974358975,0.9032258064516129,0.9655172413793104,0.9333333333333333,0.9413793103448276
0.8461538461538461,0.896551724137931,0.896551724137931,0.896551724137931,0.9310344827586208
0.9487179487179487,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9793103448275863
0.9230769230769231,0.9333333333333333,0.9655172413793104,0.9491525423728814,0.9517241379310345
0.7948717948717948,0.92,0.7931034482758621,0.8518518518518519,0.9241379310344827
0.9230769230769231,0.9642857142857143,0.9310344827586207,0.9473684210526315,0.9741379310344829
0.8205128205128205,0.9583333333333334,0.7931034482758621,0.8679245283018868,0.9689655172413794
0.8717948717948718,0.9,0.9310344827586207,0.9152542372881356,0.9448275862068964
0.8205128205128205,0.9583333333333334,0.7931034482758621,0.8679245283018868,0.9379310344827586
0.9230769230769231,0.9333333333333333,0.9655172413793104,0.9491525423728814,0.9379310344827586
0.8974358974358975,0.9310344827586207,0.9310344827586207,0.9310344827586207,0.9672413793103448
0.9487179487179487,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9706896551724138
0.8461538461538461,0.96,0.8275862068965517,0.8888888888888888,0.9655172413793104
0.9230769230769231,0.9333333333333333,0.9655172413793104,0.9491525423728814,0.9551724137931035
0.9487179487179487,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9844827586206897
0.8205128205128205,0.9230769230769231,0.8275862068965517,0.8727272727272727,0.9413793103448276
0.9230769230769231,0.9333333333333333,0.9655172413793104,0.9491525423728814,0.9689655172413794
0.9487179487179487,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.996551724137931
0.8717948717948718,0.9615384615384616,0.8620689655172413,0.9090909090909091,0.9620689655172413
0.9230769230769231,0.9333333333333333,0.9655172413793104,0.9491525423728814,0.9706896551724138
0.9230769230769231,0.9642857142857143,0.9310344827586207,0.9473684210526315,0.9724137931034484
0.8205128205128205,0.8666666666666667,0.896551724137931,0.8813559322033898,0.9172413793103449
0.8974358974358975,0.9032258064516129,0.9655172413793104,0.9333333333333333,0.9534482758620689
0.9743589743589743,1.0,0.9655172413793104,0.9824561403508771,0.9862068965517241
0.8205128205128205,0.9230769230769231,0.8275862068965517,0.8727272727272727,0.9396551724137931
0.8974358974358975,0.9032258064516129,0.9655172413793104,0.9333333333333333,0.9344827586206896
0.8717948717948718,0.9285714285714286,0.896551724137931,0.9122807017543859,0.9482758620689655
0.8717948717948718,0.9,0.9310344827586207,0.9152542372881356,0.9482758620689655
0.8974358974358975,0.9310344827586207,0.9310344827586207,0.9310344827586207,0.9620689655172414
0.9230769230769231,0.9642857142857143,0.9310344827586207,0.9473684210526315,0.9517241379310345
0.9230769230769231,0.9333333333333333,0.9655172413793104,0.9491525423728814,0.9448275862068966
0.9230769230769231,0.9333333333333333,0.9655172413793104,0.9491525423728814,0.9482758620689655
0.9230769230769231,0.9333333333333333,0.9655172413793104,0.9491525423728814,0.9655172413793104
0.8717948717948718,0.9285714285714286,0.896551724137931,0.9122807017543859,0.943103448275862
0.8974358974358975,0.9032258064516129,0.9655172413793104,0.9333333333333333,0.9862068965517241
0.8974358974358975,0.9032258064516129,0.9655172413793104,0.9333333333333333,0.9379310344827587
0.9230769230769231,0.9333333333333333,0.9655172413793104,0.9491525423728814,0.9810344827586206
0.9230769230769231,0.9333333333333333,0.9655172413793104,0.9491525423728814,0.9827586206896552
0.9230769230769231,0.9642857142857143,0.9310344827586207,0.9473684210526315,0.9724137931034483
0.9230769230769231,0.9333333333333333,0.9655172413793104,0.9491525423728814,0.9758620689655172
0.9230769230769231,0.9642857142857143,0.9310344827586207,0.9473684210526315,0.9517241379310346
0.8974358974358975,0.9629629629629629,0.896551724137931,0.9285714285714286,0.9689655172413794
0.9230769230769231,0.9642857142857143,0.9310344827586207,0.9473684210526315,0.9672413793103448
0.8974358974358975,0.9310344827586207,0.9310344827586207,0.9310344827586207,0.9482758620689656
0.9230769230769231,0.9642857142857143,0.9310344827586207,0.9473684210526315,0.9689655172413794
0.8717948717948718,0.9,0.9310344827586207,0.9152542372881356,0.9793103448275862
0.9230769230769231,0.9642857142857143,0.9310344827586207,0.9473684210526315,0.9827586206896551
